Model_C8,Model_C1,BBH_Raw_Weighted,BBH_Raw_Macro,BBH_C1_Reported,Num_Subtasks,BBH_Reconstructed_Score,Reconstruction_Residual
DreadPoor_test_ALT,DreadPoor/test_ALT,53.445582364172886,53.70433315307738,33.986912493518574,24,35.766666053976856,-1.779753560458282
DreadPoor_tests_pending-do_not_use_yet,DreadPoor/tests_pending-do_not_use_yet,53.827460510328066,54.078978738850275,34.6745089445582,24,36.29356141073021,-1.6190524661720147
EVA-UNIT-01_EVA-Qwen2.5-14B-v0.2,EVA-UNIT-01/EVA-Qwen2.5-14B-v0.2,60.80541572643638,60.90237540046593,43.60784925797068,24,45.92137656595068,-2.313527307980003
EVA-UNIT-01_EVA-Qwen2.5-72B-v0.2,EVA-UNIT-01/EVA-Qwen2.5-72B-v0.2,70.54330845339351,70.88012228048761,59.0667326828602,24,59.357208163161346,-0.2904754803011471
Edgerunners_meta-llama-3-8b-instruct-hf-ortho-baukit-34fail-3000total-bf16,Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-34fail-3000total-bf16,49.66151709772609,49.79908369885237,28.25639185977421,24,30.545612064329937,-2.2892202045557255
EleutherAI_gpt-j-6b,EleutherAI/gpt-j-6b,31.67852803332755,31.910444310372785,4.912818068323685,24,5.733630719035389,-0.8208126507117042
EleutherAI_gpt-neo-1.3B,EleutherAI/gpt-neo-1.3B,30.08158305849679,30.3923158693564,3.024569180930987,24,3.530250136248614,-0.5056809553176267
EleutherAI_gpt-neo-125m,EleutherAI/gpt-neo-125m,30.914771741017184,31.151568857915226,3.436738951426704,24,4.679840005528668,-1.2431010541019636
EleutherAI_gpt-neo-2.7B,EleutherAI/gpt-neo-2.7B,31.05363652143725,31.39516033315253,4.178602667081014,24,4.871438317075346,-0.6928356499943318
EleutherAI_gpt-neox-20b,EleutherAI/gpt-neox-20b,31.3660822773824,31.65038032087757,4.929114201526899,24,5.302534518055368,-0.37342031652846863
EleutherAI_pythia-1.4b,EleutherAI/pythia-1.4b,31.192501301857316,31.5042649740714,3.878989478987103,24,5.0630366286220205,-1.1840471496349174
EleutherAI_pythia-12b,EleutherAI/pythia-12b,31.609095643117513,31.796539579353365,4.987531038290507,24,5.637831563262047,-0.6503005249715397
EleutherAI_pythia-160m,EleutherAI/pythia-160m,29.35254296129144,29.704374842413216,2.198832279508135,24,2.5243590006285612,-0.325526721120426
EleutherAI_pythia-1b,EleutherAI/pythia-1b,29.69970491234161,30.040930175643936,2.2939863995762866,24,3.0033547794952558,-0.7093683799189692
EleutherAI_pythia-2.8b,EleutherAI/pythia-2.8b,32.060406179482726,32.24085936276087,5.077786161905462,24,6.260526075788741,-1.182739913883279
EleutherAI_pythia-410m,EleutherAI/pythia-410m,29.942718278076722,30.281338706442597,2.7154281203357478,24,3.3386518247019352,-0.6232237043661875
EleutherAI_pythia-6.9b,EleutherAI/pythia-6.9b,32.02568998437771,32.32287869322383,5.88163197981621,24,6.212626497902079,-0.3309945180858689
Enno-Ai_EnnoAi-Pro-French-Llama-3-8B-v0.4,Enno-Ai/EnnoAi-Pro-French-Llama-3-8B-v0.4,40.427009199791705,40.74954889367559,16.875928374989595,24,17.80432434647598,-0.9283959714863848
Enno-Ai_EnnoAi-Pro-Llama-3-8B,Enno-Ai/EnnoAi-Pro-Llama-3-8B,41.086616906787015,41.51575806137867,17.507545086854382,24,18.714416326322684,-1.2068712394683025
Enno-Ai_EnnoAi-Pro-Llama-3-8B-v0.3,Enno-Ai/EnnoAi-Pro-Llama-3-8B-v0.3,40.704738760631834,41.00577461090639,16.668385554519382,24,18.187520969569327,-1.519135415049945
Enno-Ai_EnnoAi-Pro-Llama-3.1-8B-v0.9,Enno-Ai/EnnoAi-Pro-Llama-3.1-8B-v0.9,41.208123589654576,41.60272083619013,17.49829637438283,24,18.882064848926035,-1.3837684745432064
EnnoAi_EnnoAi-Pro-Llama-3.1-8B-v1.0,EnnoAi/EnnoAi-Pro-Llama-3.1-8B-v1.0,41.208123589654576,41.60272083619013,17.49829637438283,24,18.882064848926035,-1.3837684745432064
Epiculous_Azure_Dusk-v0.2,Epiculous/Azure_Dusk-v0.2,40.93039402881444,41.19721873553596,17.396414392379338,24,18.498868225832677,-1.102453833453339
Epiculous_Crimson_Dawn-v0.2,Epiculous/Crimson_Dawn-v0.2,44.61031070994619,44.82379648964544,21.68824851395527,24,23.576223481819593,-1.8879749678643236
Epiculous_NovaSpark,Epiculous/NovaSpark,50.37319909737893,50.639586637683045,29.52691068844395,24,31.527553411006647,-2.000642722562695
Epiculous_Violet_Twilight-v0.2,Epiculous/Violet_Twilight-v0.2,45.91216802638431,46.14552476845889,23.94053725590186,24,25.37245765256968,-1.4319203966678202
EpistemeAI2_Athene-codegemma-2-7b-it-alpaca-v1.2,EpistemeAI2/Athene-codegemma-2-7b-it-alpaca-v1.2,41.34698837007464,41.75415446097843,18.971369774912947,24,19.073663160472705,-0.10229338555975787
EpistemeAI2_Fireball-12B-v1.2,EpistemeAI2/Fireball-12B-v1.2,49.93924665856622,50.18583230653281,29.776014226579218,24,30.92880868742328,-1.1527944608440635
EpistemeAI2_Fireball-Alpaca-Llama3.1-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1-8B-Philos,49.6962332928311,49.77581192690881,29.259226071264724,24,30.593511642216598,-1.3342855709518737
EpistemeAI2_Fireball-Alpaca-Llama3.1.01-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1.01-8B-Philos,49.453219927095994,49.56109231272791,28.628475325906475,24,30.258214597009925,-1.6297392711034497
EpistemeAI2_Fireball-Alpaca-Llama3.1.03-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1.03-8B-Philos,49.401145634438464,49.50869933936326,27.99254879661235,24,30.186365230179913,-2.1938164335675623
EpistemeAI2_Fireball-Alpaca-Llama3.1.04-8B-Philos,EpistemeAI2/Fireball-Alpaca-Llama3.1.04-8B-Philos,49.15813226870335,49.30009712421776,27.963797525362725,24,29.85106818497323,-1.887270659610504
EpistemeAI2_Fireball-Alpaca-Llama3.1.06-8B-Philos-dpo,EpistemeAI2/Fireball-Alpaca-Llama3.1.06-8B-Philos-dpo,48.67210553723312,48.807730539009235,27.207176615070413,24,29.180474094559873,-1.9732974794894602
EpistemeAI2_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,EpistemeAI2/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,48.324943586182954,48.47020640542447,26.901201452028392,24,28.701478315693173,-1.8002768636647808
EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-C-R1-KTO-Reflection,EpistemeAI2/Fireball-Alpaca-Llama3.1.08-8B-C-R1-KTO-Reflection,49.34907134178094,49.553052334314735,27.571611204577167,24,30.11451586334991,-2.542904658772745
EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R1,EpistemeAI2/Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R1,48.15136261065787,48.27931104634334,26.76368521382555,24,28.46198042625983,-1.6982952124342816
EpistemeAI2_Fireball-Llama-3.1-8B-Philos-Reflection,EpistemeAI2/Fireball-Llama-3.1-8B-Philos-Reflection,48.75889602499566,48.97693552241443,27.76979570236311,24,29.300223039276535,-1.5304273369134265
EpistemeAI2_Fireball-MathMistral-Nemo-Base-2407-v2dpo,EpistemeAI2/Fireball-MathMistral-Nemo-Base-2407-v2dpo,42.891859052247874,43.276373285682105,21.145528378150857,24,21.205194376429475,-0.05966599827861785
EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math,EpistemeAI2/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math,47.89099114737025,48.075580310342055,26.74376716558517,24,28.102733592109818,-1.358966426524649
EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.005-128K-code-COT,EpistemeAI2/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.005-128K-code-COT,47.76948446450269,47.90834283312441,26.400991557555106,24,27.93508506950647,-1.5340935119513652
EpistemeAI2_Fireball-Phi-3-medium-4k-inst-Philos,EpistemeAI2/Fireball-Phi-3-medium-4k-inst-Philos,61.56917201874675,61.778426392875154,46.20887281141656,24,46.9751672794574,-0.7662944680408401
EpistemeAI_Alpaca-Llama3.1-8B,EpistemeAI/Alpaca-Llama3.1-8B,47.38760631834751,47.55260853974287,25.93522655511771,24,27.40818971275311,-1.4729631576354016
EpistemeAI_Athena-gemma-2-2b-it,EpistemeAI/Athena-gemma-2-2b-it,42.562055198750215,42.642293591146,19.417817674461517,24,20.75014838650612,-1.3323307120446017
EpistemeAI_Athena-gemma-2-2b-it-Philos,EpistemeAI/Athena-gemma-2-2b-it-Philos,37.66707168894289,37.94776879058674,13.212088152695856,24,13.99630790448579,-0.7842197517899336
EpistemeAI_Athene-codegemma-2-7b-it-alpaca-v1.3,EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,43.169588613088,43.31916189482215,20.87379456667128,24,21.588390999522826,-0.7145964328515468
EpistemeAI_DeepPhi-3.5-mini-instruct,EpistemeAI/DeepPhi-3.5-mini-instruct,28.38048949835098,28.82286066762748,1.667358455856632,24,1.1831708198018285,0.4841876360548034
EpistemeAI_DeepThinkers-Phi4,EpistemeAI/DeepThinkers-Phi4,67.69658045478215,67.90415739665394,53.786668719353166,24,55.429442776454486,-1.6427740571013203
EpistemeAI_FineLlama3.1-8B-Instruct,EpistemeAI/FineLlama3.1-8B-Instruct,45.443499392466585,45.57363538416332,23.506618815003453,24,24.725813351099646,-1.219194536096193
EpistemeAI_Fireball-12B,EpistemeAI/Fireball-12B,51.01544870682173,51.108936525482626,30.666711502632054,24,32.41369560191002,-1.7469840992779666
EpistemeAI_Fireball-12B-v1.13a-philosophers,EpistemeAI/Fireball-12B-v1.13a-philosophers,50.98073251171672,51.02697700597863,30.33623264030357,24,32.36579602402336,-2.0295633837197897
EpistemeAI_Fireball-Alpaca-Llama-3.1-8B-Philos-DPO-200,EpistemeAI/Fireball-Alpaca-Llama-3.1-8B-Philos-DPO-200,48.25551119597292,48.38398624677179,26.377774027551386,24,28.605679159919838,-2.227905132368452
EpistemeAI_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math-KTO-beta,EpistemeAI/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math-KTO-beta,48.53324075681305,48.64890213966847,26.897964171299805,24,28.988875783013185,-2.0909116117133806
EpistemeAI_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R2,EpistemeAI/Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R2,49.15813226870335,49.320274790202085,28.24700927539328,24,29.85106818497323,-1.6040589095799476
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-0.001-128K-auto,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-0.001-128K-auto,48.047214025342825,48.23644760491405,26.832966985874886,24,28.31828169259983,-1.4853147067249424
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,48.79361222010068,48.97319921686054,28.02516078188715,24,29.34812261716321,-1.322961835276061
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code,48.75889602499566,49.04191122627007,28.17188778217276,24,29.300223039276535,-1.1283352571037746
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds,46.45026905051206,46.68070143164939,24.46265416899608,24,26.114901109813047,-1.6522469408169655
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto,46.18989758722444,46.3443453814005,24.58673708035273,24,25.755654275663037,-1.168917195310307
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-COT,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-COT,47.52647109876757,47.60520079608935,25.82086537586569,24,27.599788024299787,-1.7789226484340972
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-ds-auto,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-ds-auto,47.995139732685296,48.17795525811035,26.45205960447092,24,28.246432325769817,-1.7943727212988954
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Math,EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Math,49.64415900017358,49.829504320793056,28.95934409387967,24,30.521662275386596,-1.562318181506928
EpistemeAI_Fireball-Meta-Llama-3.2-8B-Instruct-agent-003-128k-code-DPO,EpistemeAI/Fireball-Meta-Llama-3.2-8B-Instruct-agent-003-128k-code-DPO,47.83891685471272,48.01014153797022,26.31787775764873,24,28.030884225279806,-1.7130064676310752
EpistemeAI_Fireball-Mistral-Nemo-Base-2407-v1-DPO2,EpistemeAI/Fireball-Mistral-Nemo-Base-2407-v1-DPO2,49.522652317306026,49.6776875903509,28.56782489270228,24,30.35401375278326,-1.7861888600809799
EpistemeAI_Fireball-R1-Llama-3.1-8B,EpistemeAI/Fireball-R1-Llama-3.1-8B,36.2089914945322,36.43497790149684,10.273656027098816,24,11.984525633245692,-1.7108696061468756
EpistemeAI_Llama-3.2-3B-Agent007-Coder,EpistemeAI/Llama-3.2-3B-Agent007-Coder,43.04808193022045,43.03758760727904,19.02580948500905,24,21.42074247691949,-2.3949329919104407
EpistemeAI_Mistral-Nemo-Instruct-12B-Philosophy-Math,EpistemeAI/Mistral-Nemo-Instruct-12B-Philosophy-Math,53.428224266620376,53.649283420813724,33.835810999564586,24,35.74271626503352,-1.9069052654689358
EpistemeAI_OpenReasoner-Llama-3.2-3B-rs1.0,EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0,44.92275646589134,45.185934849403964,22.80780815942809,24,24.007319682799615,-1.1995115233715232
EpistemeAI_Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Empathy,EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Empathy,46.172539489671934,46.279874531423665,24.419414132832703,24,25.731704486719696,-1.3122903538869934
EpistemeAI_Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Logic,EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Logic,45.53028988022913,45.659361690861296,23.576450573055748,24,24.845562295816322,-1.2691117227605737
EpistemeAI_Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-divergent,EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-divergent,44.97483075854886,45.24732961901791,22.89036811976203,24,24.079169049629616,-1.1888009298675861
EpistemeAI_Reasoning-Llama-3.1-CoT-RE1-NMT,EpistemeAI/Reasoning-Llama-3.1-CoT-RE1-NMT,47.300815830584966,47.35756386397452,25.54405444475448,24,27.288440768036438,-1.744386323281958
EpistemeAI_Reasoning-Llama-3.1-CoT-RE1-NMT-V2-ORPO,EpistemeAI/Reasoning-Llama-3.1-CoT-RE1-NMT-V2-ORPO,47.87363304981774,48.042190472114235,25.89560083857891,24,28.07878380316648,-2.1831829645875693
EpistemeAI_Reasoning-Llama-3.2-1B-Instruct-v1.2,EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,32.99774344731817,33.24495305251265,6.5772148357059725,24,7.553814678728806,-0.9765998430228331
EpistemeAI_Reasoning-Llama-3.2-1B-Instruct-v1.3,EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.3,32.32077764277035,32.62818751942827,6.111150533529301,24,6.619772909938764,-0.5086223764094626
EpistemeAI_Reasoning-Llama-3.2-3B-Math-Instruct-RE1,EpistemeAI/Reasoning-Llama-3.2-3B-Math-Instruct-RE1,43.70768963721576,43.810846923178865,20.728881523559497,24,22.330834456766194,-1.6019529332066966
EpistemeAI_Reasoning-Llama-3.2-3B-Math-Instruct-RE1-ORPO,EpistemeAI/Reasoning-Llama-3.2-3B-Math-Instruct-RE1-ORPO,44.97483075854886,45.181862491313005,23.004650311661734,24,24.079169049629616,-1.0745187379678818
EpistemeAI_ReasoningCore-3B-T1_1,EpistemeAI/ReasoningCore-3B-T1_1,45.00954695365388,45.2394245170608,23.094998793873295,24,24.127068627516287,-1.0320698336429928
Eric111_CatunaMayo,Eric111/CatunaMayo,52.26523173060232,52.43635518600797,33.299425909067885,24,34.13808040583011,-0.8386544967622243
Eric111_CatunaMayo-DPO,Eric111/CatunaMayo-DPO,52.03957646241972,52.239913238442426,33.08995159999345,24,33.826733149566756,-0.7367815495733083
Etherll_Chocolatine-3B-Instruct-DPO-Revised-Ties,Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties,53.96632529074813,54.10649663618229,35.58334267696659,24,36.48515972227688,-0.9018170453102954
Etherll_Chocolatine-3B-Instruct-DPO-Revised-Ties-v2,Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties-v2,53.96632529074813,54.10649663618229,35.58334267696659,24,36.48515972227688,-0.9018170453102954
Etherll_Herplete-LLM-Llama-3.1-8b,Etherll/Herplete-LLM-Llama-3.1-8b,53.39350807151536,53.472533559298036,28.952590926070883,24,35.694816687146854,-6.7422257610759715
Etherll_Herplete-LLM-Llama-3.1-8b-Ties,Etherll/Herplete-LLM-Llama-3.1-8b-Ties,53.28935948620031,53.379759532508764,33.07089034564546,24,35.551117953486845,-2.4802276078413854
Etherll_Qwen2.5-7B-della-test,Etherll/Qwen2.5-7B-della-test,54.174622461378235,54.47331985391859,35.54689390845198,24,36.7725571895969,-1.225663281144925
Etherll_Qwen2.5-Coder-7B-Instruct-Ties,Etherll/Qwen2.5-Coder-7B-Instruct-Ties,48.67210553723312,48.95144464043051,28.008294264156472,24,29.180474094559873,-1.172179830403401
Etherll_Replete-LLM-V3-Llama-3.1-8b,Etherll/Replete-LLM-V3-Llama-3.1-8b,45.165769831626456,45.43377420594779,22.902455222412783,24,24.3426167280063,-1.4401615055935153
Etherll_SuperHermes,Etherll/SuperHermes,52.629751779205,52.89531792679852,32.84031674117277,24,34.64102597364014,-1.8007092324673692
Eurdem_Defne-llama3.1-8B,Eurdem/Defne-llama3.1-8B,52.90748134004513,53.091831263407734,32.822381370434904,24,35.02422259673349,-2.2018412262985834
FINGU-AI_L3-8B,FINGU-AI/L3-8B,49.73094948793612,49.85585187130109,28.805821240438444,24,30.641411220103272,-1.835589979664828
FINGU-AI_Phi-4-RRStock,FINGU-AI/Phi-4-RRStock,64.22496094428051,64.43442865581454,48.68220452265962,24,50.6394849877876,-1.9572804651279796
FINGU-AI_Q-Small-3B,FINGU-AI/Q-Small-3B,42.909217149800384,43.18531455763074,21.386476977673595,24,21.229144165372812,0.15733281230078333
FINGU-AI_QwQ-Buddy-32B-Alpha,FINGU-AI/QwQ-Buddy-32B-Alpha,64.01666377365041,64.2442234274039,48.730953196766194,24,50.35208752046757,-1.6211343237013764
FINGU-AI_RomboUltima-32B,FINGU-AI/RomboUltima-32B,69.0678701614303,69.38448333620043,56.67376969863417,24,57.32147610297791,-0.6477064043437437
FallenMerick_Chewy-Lemon-Cookie-11B,FallenMerick/Chewy-Lemon-Cookie-11B,52.2131574379448,52.51122307375103,33.01430008846961,24,34.06623103900011,-1.0519309505304975
Felladrin_Llama-160M-Chat-v1,Felladrin/Llama-160M-Chat-v1,29.977434473181738,30.360811146348365,3.166755569392556,24,3.3865514025886037,-0.21979583319604767
Felladrin_Minueza-32M-UltraChat,Felladrin/Minueza-32M-UltraChat,29.16160388821385,29.414787340489244,2.4372895622895623,24,2.2609113222518817,0.17637824003768054
FlofloB_100k_fineweb_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,FlofloB/100k_fineweb_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,33.11925013018573,33.23387445789459,7.347825006715015,24,7.721463201332153,-0.3736381946171381
FlofloB_10k_continued_pretraining_Phi-3-mini-4k-instruct_Unsloth_merged_16bit,FlofloB/10k_continued_pretraining_Phi-3-mini-4k-instruct_Unsloth_merged_16bit,52.03957646241972,52.14989784123592,32.60779983085876,24,33.826733149566756,-1.2189333187079967
FlofloB_10k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,FlofloB/10k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,32.92831105710814,33.05518729746925,7.530228683558659,24,7.458015522955469,0.07221316060318994
FlofloB_40k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,FlofloB/40k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,33.10189203263322,33.246082656550385,7.532089563374818,24,7.697513412388816,-0.16542384901399831
FlofloB_83k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,FlofloB/83k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,33.44905398368339,33.4653407016045,8.132273330945772,24,8.176509191255512,-0.04423586030974036
FlofloB_smollm2-135M_pretrained_1000k_fineweb,FlofloB/smollm2-135M_pretrained_1000k_fineweb,28.79708383961118,29.179394082062277,2.708743994249611,24,1.7579657544418603,0.9507782398077509
FlofloB_smollm2-135M_pretrained_1000k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_1000k_fineweb_uncovai_human_removed,30.37667071688943,30.664261456748033,3.2742669103063946,24,3.937396548285298,-0.6631296379789036
FlofloB_smollm2-135M_pretrained_1000k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_1000k_fineweb_uncovai_selected,28.97066481513626,29.317781029884355,2.113413506540018,24,1.997463643875203,0.115949862664815
FlofloB_smollm2-135M_pretrained_1200k_fineweb,FlofloB/smollm2-135M_pretrained_1200k_fineweb,29.022739107793786,29.409841468035296,2.2372961213751537,24,2.069313010705208,0.16798311066994565
FlofloB_smollm2-135M_pretrained_1200k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_1200k_fineweb_uncovai_human_removed,29.248394375976392,29.49621210063496,2.849419191919192,24,2.3806602669685555,0.4687589249506363
FlofloB_smollm2-135M_pretrained_1200k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_1200k_fineweb_uncovai_selected,29.248394375976392,29.604672415652146,2.206545314818884,24,2.3806602669685555,-0.17411495214967143
FlofloB_smollm2-135M_pretrained_1400k_fineweb,FlofloB/smollm2-135M_pretrained_1400k_fineweb,28.849158132268702,29.217819509182494,2.1601002436397274,24,1.8298151212718605,0.3302851223678669
FlofloB_smollm2-135M_pretrained_1400k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_1400k_fineweb_uncovai_human_removed,29.612914424579067,29.92388897714206,2.630029274903698,24,2.883605834778582,-0.25357655987488403
FlofloB_smollm2-135M_pretrained_1400k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_1400k_fineweb_uncovai_selected,28.849158132268702,29.167295751748302,2.631616005839404,24,1.8298151212718605,0.8018008845675433
FlofloB_smollm2-135M_pretrained_200k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_200k_fineweb_uncovai_human_removed,29.977434473181738,30.28737212320948,2.8225402293478967,24,3.3865514025886037,-0.5640111732407069
FlofloB_smollm2-135M_pretrained_200k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_200k_fineweb_uncovai_selected,28.98802291268877,29.271864966060026,2.3223515642593,24,2.0214134328185396,0.3009381314407604
FlofloB_smollm2-135M_pretrained_400k_fineweb,FlofloB/smollm2-135M_pretrained_400k_fineweb,29.404617253948967,29.72340457696504,1.889766073379756,24,2.596208367458566,-0.70644229407881
FlofloB_smollm2-135M_pretrained_400k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_400k_fineweb_uncovai_human_removed,30.151015448706822,30.488044228283616,3.575492461700485,24,3.626049292021951,-0.05055683032146607
FlofloB_smollm2-135M_pretrained_400k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_400k_fineweb_uncovai_selected,28.953306717583754,29.251717205555178,2.073466032877798,24,1.9735138549318707,0.09995217794592737
FlofloB_smollm2-135M_pretrained_600k_fineweb,FlofloB/smollm2-135M_pretrained_600k_fineweb,29.717063009894115,30.13718229200533,3.4240529327139213,24,3.0273045684385873,0.396748364275334
FlofloB_smollm2-135M_pretrained_600k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_600k_fineweb_uncovai_human_removed,29.75177920499913,30.00167872625704,2.418749257278669,24,3.0752041463252557,-0.6564548890465867
FlofloB_smollm2-135M_pretrained_600k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_600k_fineweb_uncovai_selected,29.508765839264015,29.83444769655102,2.165156425929996,24,2.739907101118572,-0.574750675188576
FlofloB_smollm2-135M_pretrained_800k_fineweb,FlofloB/smollm2-135M_pretrained_800k_fineweb,29.231036278423886,29.594449748780253,2.348388410325006,24,2.3567104780252235,-0.008322067700217595
FlofloB_smollm2-135M_pretrained_800k_fineweb_uncovai_human_removed,FlofloB/smollm2-135M_pretrained_800k_fineweb_uncovai_human_removed,30.06422496094428,30.380966602712842,3.210703163941808,24,3.5063003473052774,-0.2955971833634692
FlofloB_smollm2-135M_pretrained_800k_fineweb_uncovai_selected,FlofloB/smollm2-135M_pretrained_800k_fineweb_uncovai_selected,29.057455302898802,29.428080655352517,1.9228579509844617,24,2.117212588591876,-0.19435463760741434
FlofloB_smollm2_pretrained_200k_fineweb,FlofloB/smollm2_pretrained_200k_fineweb,29.595556327026557,29.946842722144897,2.872523000621309,24,2.859656045835245,0.012866954786063811
FlofloB_test_continued_pretraining_Phi-3-mini-4k-instruct_Unsloth_merged_16bit,FlofloB/test_continued_pretraining_Phi-3-mini-4k-instruct_Unsloth_merged_16bit,52.386738413469885,52.408291897782526,32.882433170322564,24,34.30572892843345,-1.4232957581108892
FuJhen_ft-openhermes-25-mistral-7b-irca-dpo-pairs,FuJhen/ft-openhermes-25-mistral-7b-irca-dpo-pairs,47.47439680611005,47.73032389554811,26.59686097043189,24,27.527938657469786,-0.9310776870378952
FuJhen_mistral-instruct-7B-DPO,FuJhen/mistral-instruct-7B-DPO,46.207255684776946,46.239050561386215,24.92582719493644,24,25.779604064606364,-0.8537768696699253
FuJhen_mistral_7b_v0.1_structedData_e2e,FuJhen/mistral_7b_v0.1_structedData_e2e,40.96511022391946,41.13914854984489,18.06242392393546,24,18.546767803719348,-0.48434387978388926
FuJhen_mistral_7b_v0.1_structedData_viggo,FuJhen/mistral_7b_v0.1_structedData_viggo,45.113695538968926,45.238634545986805,23.960171694414896,24,24.27076736117629,-0.31059566676139383
FuseAI_FuseChat-7B-v2.0,FuseAI/FuseChat-7B-v2.0,49.24492275646589,49.54212795868764,29.341638180782923,24,29.9708171296899,-0.6291789489069792
FuseAI_FuseChat-Llama-3.1-8B-Instruct,FuseAI/FuseChat-Llama-3.1-8B-Instruct,50.9460163166117,51.198878983499036,30.84806521622957,24,32.317896446136686,-1.4698312299071148
FuseAI_FuseChat-Llama-3.2-3B-Instruct,FuseAI/FuseChat-Llama-3.2-3B-Instruct,46.39819475785454,46.58367922175517,24.2199004496583,24,26.043051742983046,-1.8231512933247451
